icao,type,name,latitude,longitude,elevation,country
UWKE,medium_airport,Begishevo Airport,55.564701080322266,52.09249877929688,643,RU
UWKJ,medium_airport,Yoshkar-Ola Airport,56.70059967041016,47.90470123291016,348,RU
UWKS,medium_airport,Cheboksary Airport,56.09030151367188,47.3473014831543,558,RU
UWKV,medium_airport,Zhigansk Airport,66.7965011597,123.361000061,292,RU
UWLL,medium_airport,Ulyanovsk Baratayevka Airport,54.268299,48.2267,449,RU
UWLW,medium_airport,Ulyanovsk East Airport,54.401001,48.8027,252,RU
UWOO,medium_airport,Orenburg Central Airport,51.79579925537109,55.45669937133789,387,RU
UWOR,medium_airport,Orsk Airport,51.0724983215332,58.59560012817383,909,RU
UWOS,small_airport,Svetlyy Airport,50.800721,60.902367,978,RU
UWPP,medium_airport,Penza Airport,53.110599517822266,45.02109909057617,614,RU
UWPS,medium_airport,Saransk Airport,54.12512969970703,45.21225738525391,676,RU
UWSB,medium_airport,Balakovo Airport,51.8582992554,47.7456016541,95,RU
UWSG,large_airport,Gagarin International Airport,51.712778,46.171111,103,RU
UWUU,large_airport,Ufa International Airport,54.557498931885,55.874401092529,449,RU
UWWW,large_airport,Kurumoch International Airport,53.504901885986,50.16429901123,477,RU
VA1P,small_airport,Diu Airport,20.7131,70.921097,31,IN
VAAH,medium_airport,Sardar Vallabhbhai Patel International Airport,23.0771999359,72.63469696039999,189,IN
VAAU,medium_airport,Aurangabad Airport,19.862699508666992,75.39810180664062,1911,IN
VABB,large_airport,Chhatrapati Shivaji International Airport,19.0886993408,72.8678970337,39,IN
VABI,medium_airport,Bilaspur Airport,21.9884,82.111,899,IN
VABJ,medium_airport,Bhuj Airport,23.2877998352,69.6701965332,268,IN
VABM,medium_airport,Belagavi Airport,15.8593,74.618301,2487,IN
VABO,medium_airport,Vadodara Airport,22.336201,73.226303,129,IN
VABP,medium_airport,Raja Bhoj International Airport,23.2875003815,77.3374023438,1711,IN
VABV,medium_airport,Bhavnagar Airport,21.752199173,72.1852035522,44,IN
VAGO,large_airport,Dabolim Airport,15.3808002472,73.8313980103,150,IN
VAHB,medium_airport,Hubli Airport,15.361700058,75.08489990230001,2171,IN
VAID,medium_airport,Devi Ahilyabai Holkar Airport,22.7217998505,75.8011016846,1850,IN
VAJB,medium_airport,Jabalpur Airport,23.17779922485352,80.052001953125,1624,IN
VAJM,medium_airport,Jamnagar Airport,22.465499877929688,70.01260375976562,69,IN
VAKE,medium_airport,Kandla Airport,23.1127,70.100304,96,IN
VAKJ,medium_airport,Khajuraho Airport,24.8172,79.918602,728,IN
VAKP,medium_airport,Kolhapur Airport,16.6646995544,74.2893981934,1996,IN
VAND,medium_airport,Nanded Airport,19.1833000183,77.31670379639999,1250,IN
VANP,medium_airport,Dr. Babasaheb Ambedkar International Airport,21.092199,79.047203,1033,IN
VAOZ,medium_airport,Nashik Airport,20.119101,73.912903,1900,IN
VAPO,medium_airport,Pune Airport / Lohagaon Air Force Station,18.5821,73.919701,1942,IN
VAPR,medium_airport,Porbandar Airport,21.649524,69.656405,23,IN
VARK,medium_airport,Rajkot Airport,22.3092002869,70.77950286869999,441,IN
VARP,small_airport,Swami Vivekananda Airport,21.180401,81.7388,1041,IN
VASD,medium_airport,Shirdi Airport,19.688752,74.377354,1926,IN
VASU,medium_airport,Surat Airport,21.1140995026,72.7417984009,16,IN
VAUD,medium_airport,Maharana Pratap Airport,24.6177005768,73.89610290530001,1684,IN
VCBI,large_airport,Bandaranaike International Colombo Airport,7.180759906768799,79.88410186767578,30,LK
VCCB,medium_airport,Batticaloa Airport,7.70576,81.678802,20,LK
VCCC,medium_airport,Colombo Ratmalana Airport,6.821990013122559,79.88619995117188,22,LK
VCCJ,medium_airport,Kankesanturai Airport,9.792329788208008,80.07009887695312,33,LK
VCCK,medium_airport,Koggala Airport,5.993680000305176,80.32029724121094,10,LK
VCCT,medium_airport,China Bay Airport,8.5385103225708,81.18190002441406,6,LK
VCCW,small_airport,Weerawila Airport,6.25448989868,81.23519897460001,50,LK
VCRI,large_airport,Mattala Rajapaksa International Airport,6.284467,81.124128,157,LK
VDBG,medium_airport,Battambang Airport,13.095600128173828,103.2239990234375,59,KH
VDPP,large_airport,Phnom Penh International Airport,11.5466,104.844002,40,KH
VDSR,large_airport,Siem Reap International Airport,13.41155,103.813044,60,KH
VDSV,small_airport,Sihanoukville International Airport,10.5797,103.637001,33,KH
VE89,small_airport,Darbhanga Airport,26.192801,85.916901,156,IN
VEAT,medium_airport,Agartala - Maharaja Bir Bikram Airport,23.886999,91.240402,46,IN
VEBD,medium_airport,Bagdogra Airport,26.68120002746582,88.32859802246094,412,IN
VEBI,medium_airport,Shillong Airport,25.70359992980957,91.97869873046876,2910,IN
VEBS,medium_airport,Biju Patnaik Airport,20.2444000244,85.8178024292,138,IN
VECC,large_airport,Netaji Subhash Chandra Bose International Airport,22.654699325561523,88.44670104980469,16,IN
VEDG,medium_airport,Kazi Nazrul Islam Airport,23.6225,87.243,300,IN
VEGK,medium_airport,Gorakhpur Airport,26.7397003174,83.4496994019,259,IN
VEGT,medium_airport,Lokpriya Gopinath Bordoloi International Airport,26.10610008239746,91.58589935302734,162,IN
VEGY,medium_airport,Gaya Airport,24.74430084228516,84.95120239257812,380,IN
VEIM,medium_airport,Imphal Airport,24.7600002289,93.896697998,2540,IN
VEJT,medium_airport,Jorhat Airport,26.7315006256,94.1754989624,311,IN
VEKU,medium_airport,Silchar Airport,24.9129009247,92.9786987305,352,IN
VELP,medium_airport,Lengpui Airport,23.840599,92.619698,1398,IN
VELR,medium_airport,North Lakhimpur Airport,27.295499801635746,94.09760284423828,330,IN
VEMN,medium_airport,Dibrugarh Airport,27.4839000702,95.0168991089,362,IN
VEMR,medium_airport,Dimapur Airport,25.8838996887,93.7711029053,487,IN
VEPT,medium_airport,Lok Nayak Jayaprakash Airport,25.591299057,85.0879974365,170,IN
VERC,medium_airport,Birsa Munda Airport,23.314300537100003,85.3217010498,2148,IN
VETZ,medium_airport,Tezpur Airport,26.7091007232666,92.78469848632812,240,IN
VEVZ,small_airport,Visakhapatnam Airport,17.721201,83.224503,15,IN
VGBR,medium_airport,Barisal Airport,22.801000595092773,90.30120086669922,23,BD
VGCB,medium_airport,Cox's Bazar Airport,21.45219993591309,91.96389770507812,12,BD
VGEG,medium_airport,Shah Amanat International Airport,22.249599,91.813301,12,BD
VGJR,medium_airport,Jessore Airport,23.1838,89.160797,20,BD
VGRJ,medium_airport,Shah Mokhdum Airport,24.43720054626465,88.61650085449219,64,BD
VGSD,medium_airport,Saidpur Airport,25.75919914245605,88.90889739990234,125,BD
VGSY,medium_airport,Osmany International Airport,24.963832,91.864843,50,BD
VGZR,large_airport,Hazrat Shahjalal International Airport,23.843347,90.397783,30,BD
VHHH,large_airport,Hong Kong International Airport,22.308901,113.915001,28,HK
VHST,heliport,Shun Tak Heliport,22.288868,114.152369,107,HK
VIAG,medium_airport,Agra Airport / Agra Air Force Station,27.157683,77.960942,551,IN
VIAL,medium_airport,Allahabad Airport,25.4401,81.733902,322,IN
VIAR,medium_airport,Sri Guru Ram Dass Jee International Airport,31.7096,74.797302,756,IN
VIAX,small_airport,Adampur Airport,31.4338,75.758797,775,IN
VIBN,medium_airport,Lal Bahadur Shastri Airport,25.452129,82.861805,266,IN
VICG,medium_airport,Chandigarh Airport,30.67350006103516,76.78849792480469,1012,IN
VICX,medium_airport,Kanpur Airport,26.404301,80.410103,410,IN
VIDN,medium_airport,Dehradun Airport,30.189699,78.180298,1831,IN
VIDP,large_airport,Indira Gandhi International Airport,28.5665,77.103104,777,IN
VIDX,small_airport,Hindon Air Force Station,28.707701,77.358902,700,IN
VIGG,medium_airport,Kangra Airport,32.1651,76.263397,2525,IN
VIGR,medium_airport,Gwalior Airport,26.29330062866211,78.22779846191406,617,IN
VIJO,medium_airport,Jodhpur Airport,26.251100540161133,73.04889678955078,717,IN
VIJP,medium_airport,Jaipur International Airport,26.8242,75.812202,1263,IN
VIJU,medium_airport,Jammu Airport,32.688849,74.838152,996,IN
VILH,medium_airport,Leh Kushok Bakula Rimpochee Airport,34.1358985901,77.5465011597,10682,IN
VILK,medium_airport,Chaudhary Charan Singh International Airport,26.7605991364,80.8892974854,410,IN
VIPK,medium_airport,Pathankot Airport,32.233611,75.634444,1017,IN
VIPT,medium_airport,Pantnagar Airport,29.0334,79.473701,769,IN
VISR,medium_airport,Sheikh ul Alam Airport,33.987098693847656,74.77420043945312,5429,IN
VIST,small_airport,Satna Airport,24.56262,80.852927,1060,IN
VLHS,small_airport,Ban Huoeisay Airport,20.2572994232,100.43699646,1380,LA
VLLB,medium_airport,Luang Phabang International Airport,19.897300720214844,102.16100311279295,955,LA
VLLN,small_airport,Luang Namtha Airport,20.966999,101.400002,1968,LA
VLOS,small_airport,Oudomsay Airport,20.68269920349121,101.99400329589844,1804,LA
VLPS,medium_airport,Pakse International Airport,15.132100105285645,105.78099822998048,351,LA
VLSB,small_airport,Sayaboury Airport,19.2436,101.7093,962,LA
VLVT,medium_airport,Wattay International Airport,17.988300323500003,102.56300354,564,LA
VLXK,small_airport,Xieng Khouang Airport,19.450001,103.157997,3445,LA
VMMC,large_airport,Macau International Airport,22.149599,113.592003,20,MO
VN-0001,medium_airport,Dong Hoi Airport,17.515,106.590556,59,VN
VN-KON,medium_airport,Kontum Airport,14.350000381469728,108.01699829101562,1804,VN
VNBP,small_airport,Bharatpur Airport,27.678101,84.429398,600,NP
VNBW,medium_airport,Gautam Buddha International Airport,27.505328,83.412594,358,NP
VNCG,small_airport,Bhadrapur Airport,26.5708007812,88.07959747310001,300,NP
VNDP,small_airport,Dolpa Airport,28.985700607299805,82.81909942626953,8200,NP
VNJL,small_airport,Jumla Airport,29.2742,82.193298,7700,NP
VNJP,medium_airport,Janakpur Airport,26.7087993622,85.9224014282,256,NP
VNJS,small_airport,Jomsom Airport,28.780426,83.723,8976,NP
VNKT,large_airport,Tribhuvan International Airport,27.6966,85.3591,4390,NP
VNLK,small_airport,Lukla Airport,27.686899185180664,86.72969818115234,9380,NP
VNMG,small_airport,Meghauli Airport,27.5774,84.22875,600,NP
VNNG,medium_airport,Nepalgunj Airport,28.103599548339844,81.66699981689453,540,NP
VNPK,medium_airport,Pokhara Airport,28.200899124145508,83.98210144042969,2712,NP
VNPL,small_airport,Phaplu Airport,27.517787,86.584454,7918,NP
VNRK,small_airport,Rukum Chaurjahari Airport,28.627001,82.194021,2500,NP
VNRT,small_airport,Rumjatar Airport,27.30349922180176,86.55039978027344,4500,NP
VNSI,small_airport,Simara Airport,27.159803,84.980021,450,NP
VNSK,small_airport,Surkhet Airport,28.586,81.636002,2400,NP
VNSL,small_airport,Rukum Salle Airport,28.636161,82.45018,5184,NP
VNST,small_airport,Simikot Airport,29.971099853515625,81.81890106201172,9246,NP
VNTJ,medium_airport,Taplejung Airport,27.3509,87.69525,7990,NP
VNTR,small_airport,Tumling Tar Airport,27.315001,87.193298,1700,NP
VNVT,medium_airport,Biratnagar Airport,26.48150062561035,87.26399993896484,236,NP
VO55,medium_airport,Murod Kond Airport,18.411501,76.464699,2136,IN
VO80,small_airport,Tuticorin Airport,8.724241,78.025803,129,IN
VOAT,medium_airport,Agatti Airport,10.8237,72.176003,14,IN
VOBL,large_airport,Kempegowda International Airport,13.1979,77.706299,3000,IN
VOBZ,medium_airport,Vijayawada Airport,16.530399,80.796799,82,IN
VOCB,medium_airport,Coimbatore International Airport,11.029999733,77.0434036255,1324,IN
VOCI,large_airport,Cochin International Airport,10.152,76.401901,30,IN
VOCL,medium_airport,Calicut International Airport,11.1368,75.955299,342,IN
VOCP,medium_airport,Kadapa Airport,14.51,78.772778,430,IN
VOHS,large_airport,Rajiv Gandhi International Airport,17.231318,78.429855,2024,IN
VOKN,medium_airport,Kannur International Airport,11.918614,75.547211,330,IN
VOKU,medium_airport,Kurnool Airport,15.716288,78.16923,920,IN
VOMD,medium_airport,Madurai Airport,9.83450984955,78.09339904790001,459,IN
VOML,medium_airport,Mangalore International Airport,12.9612998962,74.8900985718,337,IN
VOMM,large_airport,Chennai International Airport,12.990005,80.169296,52,IN
VOPB,medium_airport,Veer Savarkar International Airport / INS Utkrosh,11.641208,92.729643,13,IN
VOPC,medium_airport,Pondicherry Airport,11.968,79.812,134,IN
VORY,medium_airport,Rajahmundry Airport,17.1103992462,81.81819915770001,151,IN
VOTP,small_airport,Tirupati Airport,13.632499694800002,79.543296814,350,IN
VOTR,medium_airport,Tiruchirappalli International Airport,10.7654,78.709702,288,IN
VOTV,large_airport,Trivandrum International Airport,8.48211956024,76.9200973511,15,IN
VQ10,small_airport,Yongphulla Airport,27.256399,91.514503,9000,BT
VQBT,small_airport,Bathpalathang Airport,27.5622,90.7471,8485,BT
VQPR,medium_airport,Paro Airport,27.4032,89.424599,7364,BT
VRDA,medium_airport,Maafaru International Airport,5.818394,73.469181,6,MV
VRMD,small_airport,Dharavandhoo Airport,5.1561,73.1302,6,MV
VRMG,medium_airport,Gan International Airport,-0.693342,73.155602,6,MV
VRMH,medium_airport,Hanimaadhoo Airport,6.744229793548584,73.17050170898438,4,MV
VRMK,medium_airport,Kadhdhoo Airport,1.8591699600219729,73.52189636230469,4,MV
VRMM,large_airport,Malé International Airport,4.191830158233643,73.52909851074219,6,MV
VRMO,small_airport,Kooddoo Airport,0.7324,73.4336,29,MV
VRMT,medium_airport,Kaadedhdhoo Airport,0.4881309866905212,72.99690246582031,2,MV
VRMV,medium_airport,Villa Airport,3.47055555556,72.8358333333,6,MV
VRNT,small_airport,Thimarafushi Airport,2.211,73.1533,6,MV
VTBD,large_airport,Don Mueang International Airport,13.9125995636,100.607002258,9,TH
VTBO,medium_airport,Trat Airport,12.2746,102.319,105,TH
VTBS,large_airport,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5,TH
VTBU,medium_airport,U-Tapao International Airport,12.67990016937256,101.00499725341795,42,TH
VTCC,large_airport,Chiang Mai International Airport,18.7667999268,98.962600708,1036,TH
VTCH,medium_airport,Mae Hong Son Airport,19.301300048828125,97.97579956054688,929,TH
VTCL,medium_airport,Lampang Airport,18.27090072631836,99.50420379638672,811,TH
VTCN,medium_airport,Nan Airport,18.807899475097656,100.78299713134766,685,TH
VTCO,small_airport,Lamphun Airport,18.546816,99.012029,925,TH
VTCT,medium_airport,Mae Fah Luang - Chiang Rai International Airport,19.952299,99.882896,1280,TH
VTPB,medium_airport,Phetchabun Airport,16.6760005951,101.194999695,450,TH
VTPH,medium_airport,Hua Hin Airport,12.6361999512,99.951499939,62,TH
VTPM,medium_airport,Mae Sot Airport,16.699899673461914,98.54509735107422,690,TH
VTPO,medium_airport,Sukhothai Airport,17.238000869750977,99.81819915771484,179,TH
VTPP,medium_airport,Phitsanulok Airport,16.782899856567383,100.27899932861328,154,TH
VTSB,medium_airport,Surat Thani Airport,9.13259983063,99.135597229,20,TH
VTSC,medium_airport,Narathiwat Airport,6.519919872283936,101.74299621582033,16,TH
VTSF,medium_airport,Nakhon Si Thammarat Airport,8.539620399475098,99.9447021484375,13,TH
VTSG,medium_airport,Krabi Airport,8.09912014008,98.9861984253,82,TH
VTSM,medium_airport,Samui Airport,9.547789573669998,100.06199646,64,TH
VTSP,large_airport,Phuket International Airport,8.1132,98.316902,82,TH
VTSR,medium_airport,Ranong Airport,9.777620315551758,98.58550262451172,57,TH
VTSS,medium_airport,Hat Yai International Airport,6.93320989609,100.392997742,90,TH
VTST,medium_airport,Trang Airport,7.50874,99.6166,67,TH
VTUD,medium_airport,Udon Thani Airport,17.386400222800003,102.788002014,579,TH
VTUI,medium_airport,Sakon Nakhon Airport,17.195100784301758,104.11900329589844,529,TH
VTUJ,medium_airport,Surin Airport,14.868300437927,103.49800109863,478,TH
VTUK,medium_airport,Khon Kaen Airport,16.466600418099997,102.783996582,670,TH
VTUL,medium_airport,Loei Airport,17.43910026550293,101.72200012207033,860,TH
VTUO,medium_airport,Buri Ram Airport,15.229499816894531,103.25299835205078,590,TH
VTUU,medium_airport,Ubon Ratchathani Airport,15.2512998581,104.870002747,406,TH
VTUV,medium_airport,Roi Et Airport,16.11680030822754,103.77400207519533,451,TH
VTUW,medium_airport,Nakhon Phanom Airport,17.383800506591797,104.64299774169922,587,TH
VVBM,medium_airport,Buon Ma Thuot Airport,12.668299675,108.120002747,1729,VN
VVCA,small_airport,Chu Lai Airport,15.4033,108.706001,10,VN
VVCI,medium_airport,Cat Bi International Airport,20.81940078735352,106.7249984741211,6,VN
VVCM,medium_airport,Cà Mau Airport,9.177667,105.177778,6,VN
VVCR,medium_airport,Cam Ranh International Airport / Cam Ranh Air Base,11.9982,109.219002,40,VN
VVCS,medium_airport,Con Dao Airport,8.73183,106.633003,20,VN
VVCT,medium_airport,Can Tho International Airport,10.085100174,105.711997986,9,VN
VVDB,medium_airport,Dien Bien Phu Airport,21.3974990845,103.008003235,1611,VN
VVDL,medium_airport,Lien Khuong Airport,11.75,108.366997,3156,VN
VVDN,medium_airport,Da Nang International Airport,16.0439,108.198997,33,VN
VVNB,large_airport,Noi Bai International Airport,21.221201,105.806999,39,VN
VVPB,medium_airport,Phu Bai International Airport,16.401501,107.703003,48,VN
VVPC,medium_airport,Phu Cat Airport,13.955,109.042,80,VN
VVPK,medium_airport,Pleiku Airport,14.00450038909912,108.01699829101562,2434,VN
VVPQ,medium_airport,Phu Quoc International Airport,10.1698,103.9931,37,VN
VVRG,medium_airport,Rach Gia Airport,9.95802997234,105.132379532,7,VN
VVTH,medium_airport,Dong Tac Airport,13.0495996475,109.333999634,20,VN
VVTS,large_airport,Tan Son Nhat International Airport,10.8188,106.652,33,VN
VVVD,medium_airport,Van Don International Airport,21.117778,107.414167,24,VN
VVVH,medium_airport,Vinh Airport,18.7376003265,105.67099762,23,VN
VYBG,small_airport,Bagan Airport,21.178800582885746,94.9301986694336,312,MM
VYBM,small_airport,Banmaw Airport,24.268999099731445,97.24620056152344,370,MM
VYDW,medium_airport,Dawei Airport,14.103899955749512,98.20359802246094,84,MM
VYEL,medium_airport,Nay Pyi Taw International Airport,19.623501,96.200996,302,MM
VYHH,medium_airport,Heho Airport,20.746999740600582,96.79199981689452,3858,MM
VYKG,medium_airport,Kengtung Airport,21.30159950256348,99.63600158691406,2798,MM
VYKI,small_airport,Kanti Airport,25.988300323486328,95.67440032958984,6000,MM
VYKP,medium_airport,Kyaukpyu Airport,19.42639923095703,93.53479766845705,20,MM
VYKT,medium_airport,Kawthoung Airport,10.04930019378662,98.53800201416016,180,MM
VYLK,medium_airport,Loikaw Airport,19.691499710083008,97.2147979736328,2940,MM
VYLS,medium_airport,Lashio Airport,22.9778995513916,97.752197265625,2450,MM
VYMD,large_airport,Mandalay International Airport,21.70219993591309,95.97789764404295,300,MM
VYME,medium_airport,Myeik Airport,12.439800262451172,98.62149810791016,75,MM
VYMK,medium_airport,Myitkyina Airport,25.38360023498535,97.35189819335938,475,MM
VYMM,small_airport,Mawlamyine Airport,16.444700241088867,97.66069793701172,52,MM
VYMS,medium_airport,Mong Hsat Airport,20.51679992675781,99.25679779052734,1875,MM
VYMW,small_airport,Magway Airport,20.1656,94.941399,279,MM
VYPN,small_airport,Pathein Airport,16.815201,94.7799,20,MM
VYPT,medium_airport,Putao Airport,27.32990074157715,97.42630004882812,1500,MM
VYPU,small_airport,Pakhokku Airport,21.4043,95.11125,151,MM
VYSW,medium_airport,Sittwe Airport,20.133165,92.870693,27,MM
VYTD,medium_airport,Thandwe Airport,18.4606990814209,94.30010223388672,20,MM
VYTL,medium_airport,Tachileik Airport,20.483800888061523,99.9354019165039,1280,MM
VYYY,large_airport,Yangon International Airport,16.907300949099998,96.1332015991,109,MM
W55,seaplane_base,Kenmore Air Harbor Seaplane Base,47.6290016174,-122.338996887,14,US
WAAA,large_airport,Hasanuddin International Airport,-5.061629772186279,119.5540008544922,47,ID
WABB,medium_airport,Frans Kaisiepo Airport,-1.190019965171814,136.10800170898438,46,ID
WABI,medium_airport,Nabire Airport,-3.36818,135.496002,20,ID
WABP,medium_airport,Mozes Kilangin Airport,-4.52828,136.886993,103,ID
WADB,small_airport,Muhammad Salahuddin Airport,-8.5396499633789,118.68699645996,3,ID
WADD,large_airport,Ngurah Rai (Bali) International Airport,-8.7481698989868,115.16699981689,14,ID
WADL,medium_airport,Lombok International Airport,-8.757322,116.276675,319,ID
WADS,small_airport,Sumbawa Besar Airport,-8.48904037475586,117.41200256347656,16,ID
WADT,small_airport,Tambolaka Airport,-9.40972,119.244003,161,ID
WADW,small_airport,Umbu Mehang Kunda Airport,-9.66922,120.302002,33,ID
WAFD,small_airport,Bua - Palopo Lagaligo Airport,-3.082997,120.245018,14,ID
WAGB,small_airport,Haji Muhammad Sidik Airport,-1.02581,114.92881,145,ID
WAGF,small_airport,Seruyan Kuala Pembuang Airport,-3.376062,112.536521,13,ID
WAHI,medium_airport,Yogyakarta International Airport,-7.905338,110.057264,24,ID
WAHU,small_airport,Dewadaru - Kemujan Island,-5.80091,110.47838,35,ID
WAJB,small_airport,Bokondini Airport,-3.6822,138.6755,4550,ID
WAJJ,medium_airport,Sentani International Airport,-2.57695,140.516006,289,ID
WAJO,small_airport,Oksibil Airport,-4.9071,140.6277,4315,ID
WAJS,small_airport,Senggeh Airport,-3.45,140.779,914,ID
WAJW,medium_airport,Wamena Airport,-4.10251,138.957001,5435,ID
WAKK,medium_airport,Mopah International Airport,-8.52029,140.417999,10,ID
WALG,small_airport,Tanjung Harapan Airport,2.83583333333,117.373611111,10,ID
WALJ,small_airport,Datadawai Airport,0.8106,114.5306,508,ID
WALK,medium_airport,Kalimarau Airport,2.1555,117.431999,59,ID
WALL,small_airport,Sultan Aji Muhamad Sulaiman Airport,-1.26827001572,116.893997192,12,ID
WALR,medium_airport,Juwata Airport,3.326667,117.569444,23,ID
WALS,medium_airport,Aji Pangeran Tumenggung Pranoto International Airport,-0.374478,117.250128,82,ID
WAME,small_airport,Buli Airport,0.9194,128.3825,7,ID
WAMG,small_airport,Jalaluddin Airport,0.63711899519,122.849998474,105,ID
WAMH,medium_airport,Naha Airport,3.6832098960876474,125.52799987792967,16,ID
WAML,medium_airport,Mutiara - SIS Al-Jufrie Airport,-0.916462,119.908647,284,ID
WAMM,medium_airport,Sam Ratulangi Airport,1.54926,124.926003,264,ID
WAMT,medium_airport,Sultan Babullah Airport,0.831414,127.380997,49,ID
WAMY,small_airport,Buol Airport,1.1027,121.4141,27,ID
WAOI,small_airport,Iskandar Airport,-2.7052,111.672997,75,ID
WAOK,small_airport,Gusti Syamsir Alam Airport,-3.29472,116.165001,4,ID
WAOM,small_airport,Beringin Airport,-0.940325021744,114.893875122,126,ID
WAON,medium_airport,Warukin Airport,-2.21655988693,115.435997009,197,ID
WAOO,small_airport,Syamsudin Noor Airport,-3.44236,114.763,66,ID
WAOP,small_airport,Tjilik Riwut Airport,-2.22513008118,113.943000793,82,ID
WAOS,small_airport,Sampit(Hasan) Airport,-2.501389,112.975555,50,ID
WAPC,small_airport,Bandanaira Airport,-4.5214,129.9054,100,ID
WAPF,medium_airport,Karel Sadsuitubun Airport,-5.760278,132.759444,78,ID
WAPP,medium_airport,"Pattimura Airport, Ambon",-3.7102599144,128.089004517,33,ID
WARA,small_airport,Abdul Rachman Saleh Airport,-7.92656,112.714996,1726,ID
WARJ,medium_airport,Adisutjipto International Airport,-7.78818,110.431999,379,ID
WARQ,small_airport,Adisumarmo International Airport,-7.513564,110.750494,421,ID
WARR,large_airport,Juanda International Airport,-7.379829883575439,112.78700256347656,9,ID
WARS,small_airport,Achmad Yani Airport,-6.97273,110.375,10,ID
WASF,medium_airport,Fakfak Airport,-2.9201900959014893,132.26699829101562,462,ID
WASK,medium_airport,Kaimana Airport,-3.6445200443267822,133.6959991455078,19,ID
WASN,small_airport,Marinda Airport,-0.423056,130.773333,9,ID
WASR,medium_airport,Rendani Airport,-0.891833,134.048996,23,ID
WATC,small_airport,Maumere(Wai Oti) Airport,-8.64064979553,122.236999512,115,ID
WATE,small_airport,Ende (H Hasan Aroeboesman) Airport,-8.8492898941,121.661003113,49,ID
WATG,small_airport,Frans Sales Lega Airport,-8.5970096588135,120.47699737549,3510,ID
WATM,small_airport,Mali Airport,-8.132340431213379,124.59700012207033,10,ID
WATO,small_airport,Komodo Airport,-8.48666,119.889,66,ID
WATT,small_airport,El Tari Airport,-10.171600341796877,123.6709976196289,335,ID
WAWD,medium_airport,Matahora Airport,-5.293996,123.634,88,ID
WAWH,small_airport,Selayar - Haji Aroeppala Airport,-6.17921,120.437479,13,ID
WAWM,small_airport,Andi Jemma Airport,-2.55803,120.323997,164,ID
WAWT,small_airport,Pongtiku Airport,-3.0447399616241,119.82199859619,2884,ID
WAWW,small_airport,Wolter Monginsidi Airport,-4.081610202789307,122.41799926757812,538,ID
WAXX,medium_airport,Domine Eduard Osok Airport,-0.894,131.287,10,ID
WBAK,small_airport,Anduki Airport,4.637000083920001,114.382003784,7,BN
WBGB,medium_airport,Bintulu Airport,3.12385010719,113.019996643,74,MY
WBGC,small_airport,Belaga Airport,2.65000009537,113.766998291,200,MY
WBGF,small_airport,Long Lellang Airport,3.42100000381,115.153999329,1400,MY
WBGG,medium_airport,Kuching International Airport,1.4846999645233154,110.34700012207033,89,MY
WBGI,small_airport,Long Seridan Airport,3.9670000076293945,115.0500030517578,607,MY
WBGJ,medium_airport,Limbang Airport,4.808300018310547,115.01000213623048,14,MY
WBGK,small_airport,Mukah Airport,2.90639,112.080002,13,MY
WBGM,medium_airport,Marudi Airport,4.178979873657227,114.3290023803711,103,MY
WBGQ,small_airport,Bakalalan Airport,3.973999977111816,115.61799621582033,2900,MY
WBGR,medium_airport,Miri Airport,4.322010040283203,113.98699951171876,59,MY
WBGS,medium_airport,Sibu Airport,2.2616000175476074,111.98500061035156,122,MY
WBGW,small_airport,Lawas Airport,4.84917,115.407997,5,MY
WBGZ,medium_airport,Bario Airport,3.7338900566101074,115.47899627685548,3350,MY
WBKD,medium_airport,Lahad Datu Airport,5.032249927520752,118.3239974975586,45,MY
WBKK,medium_airport,Kota Kinabalu International Airport,5.9372100830078125,116.0510025024414,10,MY
WBKL,medium_airport,Labuan Airport,5.300680160522461,115.25,101,MY
WBKM,small_airport,Tomanggong Airport,5.40257,118.65763,26,MY
WBKS,medium_airport,Sandakan Airport,5.900899887084961,118.05899810791016,46,MY
WBKT,small_airport,Kudat Airport,6.924111,116.837068,10,MY
WBKW,medium_airport,Tawau Airport,4.320159912109375,118.12799835205078,57,MY
WBMU,medium_airport,Mulu Airport,4.048329830169678,114.80500030517578,80,MY
WBSB,large_airport,Brunei International Airport,4.944200038909912,114.9280014038086,73,BN
WI1A,small_airport,Nusawiru Airport,-7.719895,108.488995,16,ID
WIBB,medium_airport,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,0.4607860147953033,101.44499969482422,102,ID
WIBD,medium_airport,Pinang Kampai Airport,1.609114,101.433492,55,ID
WICC,medium_airport,Husein Sastranegara International Airport,-6.900629997253418,107.57599639892578,2436,ID
WIDD,medium_airport,Hang Nadim International Airport,1.12102997303,104.119003296,126,ID
WIDN,small_airport,Raja Haji Fisabilillah International Airport,0.922683000565,104.531997681,52,ID
WIHH,medium_airport,Halim Perdanakusuma International Airport,-6.266610145568848,106.89099884033205,84,ID
WIHL,medium_airport,Tunggul Wulung Airport,-7.645060062410001,109.033996582,69,ID
WIII,large_airport,Soekarno-Hatta International Airport,-6.1255698204,106.65599823,34,ID
WILL,medium_airport,Radin Inten II International Airport,-5.240556,105.175556,282,ID
WIMB,medium_airport,Binaka Airport,1.16628,97.704327,20,ID
WIME,medium_airport,Aek Godang Airport,1.4001,99.430496,922,ID
WIMG,medium_airport,Tabing Airport,-0.874989,100.351997,9,ID
